# started on Thu Mar 14 00:07:34 2019

     1.544466738,384750364,,cycles,2072440793,100.00,,
     1.544466738,22852922,,r8188,2061626235,100.00,,
     1.544466738,18079,,r4189,2049236519,100.00,,
     1.544466738,217182777,,L1-dcache-loads,2036148703,100.00,,
     1.544466738,7774626,,l1d.replacement,2021739333,100.00,,
     1.645257879,449309308,,cycles,2044258914,100.00,,
     1.645257879,25625512,,r8188,2038733777,100.00,,
     1.645257879,58419,,r4189,2032532870,100.00,,
     1.645257879,225647841,,L1-dcache-loads,2026043162,100.00,,
     1.645257879,9588448,,l1d.replacement,2018827253,100.00,,
     1.745970096,368491116,,cycles,2034380340,100.00,,
     1.745970096,21978010,,r8188,2030635905,100.00,,
     1.745970096,18887,,r4189,2026493579,100.00,,
     1.745970096,214530724,,L1-dcache-loads,2022131987,100.00,,
     1.745970096,7745848,,l1d.replacement,2017326274,100.00,,
     1.846662488,366649433,,cycles,2029279800,100.00,,
     1.846662488,21908868,,r8188,2026464853,100.00,,
     1.846662488,16728,,r4189,2023356051,100.00,,
     1.846662488,214141646,,L1-dcache-loads,2020084228,100.00,,
     1.846662488,7723958,,l1d.replacement,2016476932,100.00,,
     1.947401353,365540988,,cycles,2026337004,100.00,,
     1.947401353,21957073,,r8188,2024130619,100.00,,
     1.947401353,14689,,r4189,2021647948,100.00,,
     1.947401353,214822822,,L1-dcache-loads,2019032866,100.00,,
     1.947401353,7724744,,l1d.replacement,2016150097,100.00,,
     2.048114322,366536144,,cycles,2024360867,100.00,,
     2.048114322,21991243,,r8188,2022498179,100.00,,
     2.048114322,17190,,r4189,2020430802,100.00,,
     2.048114322,214755361,,L1-dcache-loads,2018251987,100.00,,
     2.048114322,7744418,,l1d.replacement,2015850723,100.00,,
     2.148848908,364214593,,cycles,2022976254,100.00,,
     2.148848908,21969352,,r8188,2021395154,100.00,,
     2.148848908,14736,,r4189,2019623127,100.00,,
     2.148848908,214126452,,L1-dcache-loads,2017755922,100.00,,
     2.148848908,7702005,,l1d.replacement,2015698084,100.00,,
     2.249612388,366087383,,cycles,2021951443,100.00,,
     2.249612388,21947076,,r8188,2020571527,100.00,,
     2.249612388,16240,,r4189,2019019983,100.00,,
     2.249612388,213742622,,L1-dcache-loads,2017399235,100.00,,
     2.249612388,7699784,,l1d.replacement,2015651885,100.00,,
     2.350330528,364763295,,cycles,2021199896,100.00,,
     2.350330528,21844633,,r8188,2019955262,100.00,,
     2.350330528,15043,,r4189,2018576344,100.00,,
     2.350330528,212637498,,L1-dcache-loads,2017122937,100.00,,
