# started on Thu Mar 14 04:11:09 2019

     1.161956552,601812696,,cycles,2024179754,100.00,,
     1.161956552,14265391,,r8188,2022135470,100.00,,
     1.161956552,76035,,r4189,2020165517,100.00,,
     1.161956552,122446210,,L1-dcache-loads,2017688135,100.00,,
     1.161956552,43960478,,l1d.replacement,2014488075,100.00,,
     1.262695834,655051058,,cycles,2019701640,100.00,,
     1.262695834,15966016,,r8188,2018594169,100.00,,
     1.262695834,68299,,r4189,2017566726,100.00,,
     1.262695834,135653167,,L1-dcache-loads,2016299572,100.00,,
     1.262695834,46897851,,l1d.replacement,2014674042,100.00,,
     1.363348738,668134570,,cycles,2017630536,100.00,,
     1.363348738,15944558,,r8188,2016765127,100.00,,
     1.363348738,65591,,r4189,2016078544,100.00,,
     1.363348738,135541757,,L1-dcache-loads,2015233845,100.00,,
     1.363348738,46935448,,l1d.replacement,2014151798,100.00,,
     1.464029327,668426244,,cycles,2016526613,100.00,,
     1.464029327,15917974,,r8188,2015977443,100.00,,
     1.464029327,68784,,r4189,2015466938,100.00,,
     1.464029327,135340195,,L1-dcache-loads,2014837664,100.00,,
     1.464029327,46925476,,l1d.replacement,2014026891,100.00,,
     1.564711697,666556933,,cycles,2015958350,100.00,,
     1.564711697,15854199,,r8188,2015521753,100.00,,
     1.564711697,73038,,r4189,2015114861,100.00,,
     1.564711697,134796758,,L1-dcache-loads,2014613351,100.00,,
     1.564711697,46813973,,l1d.replacement,2013962488,100.00,,
     1.665399704,668510927,,cycles,2015599643,100.00,,
     1.665399704,15925829,,r8188,2015231498,100.00,,
     1.665399704,66773,,r4189,2014892137,100.00,,
     1.665399704,135043034,,L1-dcache-loads,2014471941,100.00,,
     1.665399704,46971686,,l1d.replacement,2013932277,100.00,,
     1.766063197,667773253,,cycles,2015264266,100.00,,
     1.766063197,15975624,,r8188,2014954077,100.00,,
     1.766063197,56248,,r4189,2014664942,100.00,,
     1.766063197,134782985,,L1-dcache-loads,2014306579,100.00,,
     1.766063197,46890707,,l1d.replacement,2013844717,100.00,,
     1.866766893,676990286,,cycles,2015095125,100.00,,
     1.866766893,16467600,,r8188,2014842187,100.00,,
     1.866766893,84857,,r4189,2014590697,100.00,,
     1.866766893,137174217,,L1-dcache-loads,2014279770,100.00,,
     1.866766893,46943264,,l1d.replacement,2013878779,100.00,,
     1.967353973,670620206,,cycles,2014754448,100.00,,
     1.967353973,15893756,,r8188,2014502106,100.00,,
     1.967353973,54361,,r4189,2014278604,100.00,,
     1.967353973,134204674,,L1-dcache-loads,2014002567,100.00,,
     1.967353973,46767590,,l1d.replacement,2013646014,100.00,,
     2.068051582,669099173,,cycles,2014659942,100.00,,
     2.068051582,16183669,,r8188,2014451919,100.00,,
     2.068051582,58115,,r4189,2014251691,100.00,,
     2.068051582,136008122,,L1-dcache-loads,2014002456,100.00,,
     2.068051582,46822069,,l1d.replacement,2013680778,100.00,,
     2.168723540,664464568,,cycles,2014559189,100.00,,
     2.168723540,15878939,,r8188,2014365232,100.00,,
     2.168723540,50568,,r4189,2014182434,100.00,,
     2.168723540,134268837,,L1-dcache-loads,2013955725,100.00,,
     2.168723540,46813273,,l1d.replacement,2013663431,100.00,,
     2.269419818,663979001,,cycles,2014506958,100.00,,
     2.269419818,15831185,,r8188,2014331389,100.00,,
     2.269419818,58486,,r4189,2014164537,100.00,,
     2.269419818,134014271,,L1-dcache-loads,2013957189,100.00,,
     2.269419818,46850781,,l1d.replacement,2013689313,100.00,,
     2.370118954,664108231,,cycles,2014468767,100.00,,
     2.370118954,15789443,,r8188,2014307978,100.00,,
     2.370118954,51418,,r4189,2014153204,100.00,,
     2.370118954,133887053,,L1-dcache-loads,2013961643,100.00,,
     2.370118954,46797568,,l1d.replacement,2013715048,100.00,,
     2.470799347,712012419,,cycles,2014415869,100.00,,
     2.470799347,19686500,,r8188,2014250930,100.00,,
     2.470799347,89538,,r4189,2014110027,100.00,,
     2.470799347,148747171,,L1-dcache-loads,2013942438,100.00,,
     2.470799347,47522195,,l1d.replacement,2013711298,100.00,,
     2.571385684,668227992,,cycles,2014266147,100.00,,
     2.571385684,16151800,,r8188,2014091474,100.00,,
     2.571385684,58503,,r4189,2013958152,100.00,,
     2.571385684,135515506,,L1-dcache-loads,2013793489,100.00,,
     2.571385684,46731134,,l1d.replacement,2013580700,100.00,,
     2.672105299,667837778,,cycles,2014250236,100.00,,
     2.672105299,16051725,,r8188,2014118735,100.00,,
     2.672105299,55640,,r4189,2013993451,100.00,,
     2.672105299,135049087,,L1-dcache-loads,2013837204,100.00,,
     2.672105299,46892685,,l1d.replacement,2013635595,100.00,,
     2.772801373,669188535,,cycles,2014232102,100.00,,
     2.772801373,16205272,,r8188,2014107838,100.00,,
     2.772801373,59269,,r4189,2013990251,100.00,,
     2.772801373,135471888,,L1-dcache-loads,2013843655,100.00,,
     2.772801373,46703359,,l1d.replacement,2013654831,100.00,,
     2.873476109,665780452,,cycles,2014193032,100.00,,
     2.873476109,15900561,,r8188,2014077174,100.00,,
     2.873476109,52990,,r4189,2013965914,100.00,,
     2.873476109,134257258,,L1-dcache-loads,2013827121,100.00,,
     2.873476109,46689227,,l1d.replacement,2013648360,100.00,,
     2.974176686,663445274,,cycles,2014185332,100.00,,
     2.974176686,15768573,,r8188,2014074906,100.00,,
     2.974176686,49162,,r4189,2013970060,100.00,,
     2.974176686,133626809,,L1-dcache-loads,2013839192,100.00,,
     2.974176686,46649980,,l1d.replacement,2013670195,100.00,,
