# started on Thu Jun 14 20:17:53 2018

     4.190471875,1238564739,,r11,5000488875,100.00,,,,
     4.190471875,5324396,,r10,5000468500,100.00,,,,
     4.190471875,222334448,,r12,5000451500,100.00,,,,
     4.190471875,6818094,,r42,5000430500,100.00,,,,
     4.190471875,121524,,r48,5000405125,100.00,,,,
     4.190471875,388341813,,r72,5000374000,100.00,,,,
     6.692068875,5277652840,,r11,5001825875,100.00,,,,
     6.692068875,12697977,,r10,5001820625,100.00,,,,
     6.692068875,1022487277,,r12,5001813812,100.00,,,,
     6.692068875,35819228,,r42,5001805500,100.00,,,,
     6.692068875,13362619,,r48,5001795125,100.00,,,,
     6.692068875,1793992489,,r72,5001782125,100.00,,,,
     9.192314125,3222751804,,r11,5001392375,100.00,,,,
     9.192314125,2270444,,r10,5001385500,100.00,,,,
     9.192314125,345779423,,r12,5001379333,100.00,,,,
     9.192314125,3408901,,r42,5001371958,100.00,,,,
     9.192314125,121001,,r48,5001363625,100.00,,,,
     9.192314125,144161701,,r72,5001353083,100.00,,,,
    11.692523000,3989343553,,r11,5001149781,100.00,,,,
    11.692523000,353009,,r10,5001143875,100.00,,,,
    11.692523000,187493913,,r12,5001139375,100.00,,,,
    11.692523000,376571,,r42,5001134031,100.00,,,,
    11.692523000,24877,,r48,5001127593,100.00,,,,
    11.692523000,434139165,,r72,5001119687,100.00,,,,
    14.192731000,4004415984,,r11,5001002500,100.00,,,,
    14.192731000,334455,,r10,5000998200,100.00,,,,
    14.192731000,154542661,,r12,5000994525,100.00,,,,
    14.192731000,377326,,r42,5000990175,100.00,,,,
    14.192731000,23763,,r48,5000984925,100.00,,,,
    14.192731000,558018536,,r72,5000978575,100.00,,,,
    16.692935375,3853870463,,r11,5000903916,100.00,,,,
    16.692935375,365054,,r10,5000900187,100.00,,,,
    16.692935375,44195385,,r12,5000897020,100.00,,,,
    16.692935375,399262,,r42,5000893312,100.00,,,,
    16.692935375,26708,,r48,5000889020,100.00,,,,
    16.692935375,328002665,,r72,5000883708,100.00,,,,
    19.193143500,3916390307,,r11,5000833428,100.00,,,,
    19.193143500,345472,,r10,5000830660,100.00,,,,
    19.193143500,50485306,,r12,5000827928,100.00,,,,
    19.193143500,378616,,r42,5000824732,100.00,,,,
    19.193143500,23483,,r48,5000821053,100.00,,,,
    19.193143500,18429020,,r72,5000816642,100.00,,,,
    21.693350625,4006055962,,r11,5000781250,100.00,,,,
    21.693350625,352196,,r10,5000778484,100.00,,,,
    21.693350625,57037700,,r12,5000776109,100.00,,,,
    21.693350625,383944,,r42,5000773421,100.00,,,,
    21.693350625,24079,,r48,5000770218,100.00,,,,
    21.693350625,18639263,,r72,5000766421,100.00,,,,
    24.193582750,3027940269,,r11,5000745430,100.00,,,,
    24.193582750,3147855,,r10,5000743055,100.00,,,,
    24.193582750,311852898,,r12,5000740972,100.00,,,,
    24.193582750,6381541,,r42,5000738569,100.00,,,,
    24.193582750,39459,,r48,5000735847,100.00,,,,
    24.193582750,545501444,,r72,5000732347,100.00,,,,
    26.693956500,1734788091,,r11,5000726187,100.00,,,,
    26.693956500,4265560,,r10,5000728275,100.00,,,,
    26.693956500,318500623,,r12,5000730287,100.00,,,,
    26.693956500,6764280,,r42,5000731875,100.00,,,,
    26.693956500,22055,,r48,5000733125,100.00,,,,
    26.693956500,543800832,,r72,5000733837,100.00,,,,
    29.194242000,1485579219,,r11,5000729613,100.00,,,,
    29.194242000,3974859,,r10,5000727829,100.00,,,,
    29.194242000,191620633,,r12,5000726397,100.00,,,,
    29.194242000,11664585,,r42,5000724579,100.00,,,,
    29.194242000,2957214,,r48,5000722329,100.00,,,,
    29.194242000,373563282,,r72,5000719511,100.00,,,,
    31.694473750,5375101016,,r11,5000707229,100.00,,,,
    31.694473750,15557035,,r10,5000705708,100.00,,,,
    31.694473750,693140813,,r12,5000704229,100.00,,,,
    31.694473750,40998871,,r42,5000702489,100.00,,,,
    31.694473750,10661717,,r48,5000700489,100.00,,,,
    31.694473750,1357500557,,r72,5000698062,100.00,,,,
    34.194680000,5925725748,,r11,5000685317,100.00,,,,
    34.194680000,21006996,,r10,5000683557,100.00,,,,
    34.194680000,778017092,,r12,5000682230,100.00,,,,
    34.194680000,41808492,,r42,5000680586,100.00,,,,
    34.194680000,11301842,,r48,5000678653,100.00,,,,
    34.194680000,1502755249,,r72,5000676221,100.00,,,,
    36.696165125,6763699599,,r11,5000848553,100.00,,,,
    36.696165125,18356875,,r10,5000847000,100.00,,,,
    36.696165125,1350121037,,r12,5000845651,100.00,,,,
    36.696165125,18959748,,r42,5000844071,100.00,,,,
    36.696165125,3720844,,r48,5000842267,100.00,,,,
    36.696165125,2538837545,,r72,5000840089,100.00,,,,
    39.196374500,4863169422,,r11,5000820291,100.00,,,,
    39.196374500,12806366,,r10,5000818725,100.00,,,,
    39.196374500,1074554814,,r12,5000817433,100.00,,,,
    39.196374500,6121768,,r42,5000815875,100.00,,,,
    39.196374500,1745,,r48,5000814283,100.00,,,,
    39.196374500,2033631728,,r72,5000812150,100.00,,,,
    41.697878125,4983959343,,r11,5000956929,100.00,,,,
