attack,r10,r12,r42,r48,r72
0,0.002408672178851457,0.15956773773217695,0.004125415190697041,0.0002202880391650447,0.2810712561665435
0,0.0018651232143685496,0.14622082464074232,0.0032417861809118584,0.0003528769477627823,0.25782043740712235
0,0.0018991172714567428,0.14601319491321801,0.0032646711792841863,0.00034737785018731454,0.25759322574164106
0,0.0021326642252528045,0.16389195140049295,0.004001864746444262,0.00017850424587401148,0.2906700528432525
0,0.0020761113401857297,0.15128233046255832,0.0035123445422379344,0.0003027087316777732,0.2662596287895936
0,0.0018711091756255201,0.14623362269823523,0.003182619028174258,0.00034900586974136443,0.25786030760765954
0,0.0016637667895754728,0.14139981155080858,0.003414656348468053,0.0002904087544019879,0.2662597250187388
0,0.002236983923804795,0.16009127774551896,0.004430711673743786,0.00015729936368937315,0.29772389521244025
0,0.0018683085586412302,0.1461821203340996,0.0031562162698847702,0.00034878172423153693,0.2576745433459881
0,0.0018868509751838413,0.14611066677816986,0.003180313667873116,0.0003489612651435185,0.2573782989221766
0,0.0013936325059386015,0.14196881400304537,0.004338209521783007,0.00020832293581908747,0.29430653519209504
0,0.0022878887087018893,0.16329404789546625,0.004422766905053208,0.00018427866488451473,0.29364360253193184
0,0.0018827910567878194,0.14610570026416242,0.003236416766308447,0.00035392388149624613,0.2572528067530696
0,0.001881440130066319,0.1460286539471248,0.0032233792310343177,0.0003506727228419254,0.257266452411101
0,0.0019334056939817545,0.15957443121712447,0.004044339987549929,0.00022931570476704584,0.2884984376405494
0,0.0022582335486459465,0.15526573205117208,0.0037997846053609073,0.00026682622483566567,0.27348449658278573
0,0.0018744847864542392,0.1455134739737042,0.0032486746449186567,0.00035110503613939524,0.2565482092765794
0,0.0018742990493562312,0.14478958506456924,0.0032241533290538775,0.00035089516669357907,0.255281698339921
0,0.002161556369225088,0.168897673841758,0.004225317202617063,0.0001095663006382104,0.3187991683005627
0,0.0020720044937525715,0.15170389698214853,0.0034667698957132676,0.00030553230202745954,0.26723955458968324
0,0.0018774837719572482,0.1456867048882465,0.003231890022902181,0.0003502570051583657,0.25676512382872574
0,0.0017604109441385946,0.15130526261403385,0.003254301815940056,0.00030368015491728464,0.267049045122198
0,0.0023327135058429415,0.16334283109482325,0.003955882080516851,0.00019436867480675496,0.28845193064023295
0,0.0018809612604261308,0.14629696730418368,0.0032723122442148093,0.0003522393980408705,0.2577030676668399
0,0.0018931527538240478,0.14466378358674728,0.0031929826595109676,0.00035176938203269854,0.255243109455372
0,0.0015988918847760574,0.14700795631970925,0.0040623426078582716,0.00015805526459536918,0.29585590422851643
0,0.002281690050544353,0.1574079230181151,0.0037340424114969345,0.00025236277766478793,0.27662072246891856
0,0.0018825845722798408,0.14625500027691588,0.0031944185072125936,0.00035122543129973295,0.2580007556948208
0,0.001862613292902321,0.14542181488265388,0.0032811483210923803,0.0003525936164457314,0.2561256582295849
0,0.0016330648573927482,0.15637168901077544,0.0046601855067620315,0.00011043954745009852,0.31803498752484155
0,0.0021838479473767266,0.15445869705489082,0.0036349937685966655,0.00027555641952279355,0.2711842826446929
0,0.001878190991046828,0.14614245258964112,0.00321160035275757,0.00035220984574135843,0.25774648077768614
0,0.0018068052235571282,0.145129480859849,0.0031473026244384595,0.0003391442044746867,0.25506297548684753
0,0.002266539034599906,0.16661246428027093,0.0040879323603597185,0.00016682081353554907,0.2990256433115572
0,0.0018975870844289517,0.14603380434591992,0.0032363730683154035,0.00035008334001512576,0.2574774686954141
0,0.0018637771900757829,0.1462186351806171,0.003227015411351066,0.0003500012890025527,0.257716884495214
0,0.0016168780349443143,0.1526563845732484,0.0038041974134609053,0.00019209663177013447,0.29588685309095447
0,0.0023653178200670755,0.163825957332457,0.004141401293998075,0.00020249806870811476,0.2892021061235956
0,0.001874779314009254,0.14617793904921983,0.0032025876055067856,0.0003462951704633273,0.2577878946439127
0,0.0018795757675029066,0.14615472016419742,0.003238769166541376,0.0003495324809489687,0.25766054382480885
0,0.002048274726354291,0.1634701913093329,0.003921875678271822,0.00019358010101822148,0.2896408031954238
0,0.0021326714751983586,0.1528661522515824,0.00367962694613489,0.00029235948451301316,0.26883284199419705
0,0.0018672725807185307,0.14601999576591354,0.0032595211126097952,0.0003500805214949217,0.25727898311575376
0,0.0017536522996374623,0.14612249849808132,0.0031510611466994735,0.00031622480771679296,0.2602837891624387
0,0.002154450288507398,0.15692250493655605,0.004364707336578221,0.00014092554904184017,0.30098669884282175
0,0.0018707534491494433,0.14611782725986874,0.0032528980359287753,0.0003483826490496148,0.2573601588708812
0,0.0018776479056275862,0.14591936715973647,0.0032389980620232445,0.00034998780007915886,0.2572873562990089
0,0.0014454127182192407,0.14265340944704058,0.0037193699216221507,0.00023463206031974152,0.2866223995553284
0,0.0022260531542315828,0.1623169876080544,0.004402878013257787,0.00017326615930429942,0.29593519994508205
0,0.0018607268822193508,0.14628845324650985,0.0032260447638224046,0.000349737026887714,0.25754420773402403
0,0.0018629592175288471,0.14605735517975396,0.0032102835257595266,0.0003508282422188329,0.25727090074872183
0,0.0018239415929447653,0.1571284684915715,0.0037933692809427417,0.0002566513330383936,0.28455400438345707
0,0.0022686627118017793,0.15606750274861292,0.003855714090050899,0.0002540112225573022,0.27463453819793926
0,0.0018580476635263177,0.14595930895041775,0.0032363871230248267,0.00034866237917036515,0.2572876345347695
0,0.0018846140112484403,0.14500674977888045,0.0031941198461368724,0.00035235250135819373,0.25588631941470236
0,0.001952633327804605,0.16188410919407953,0.0035804300053825506,0.00010934059310079988,0.30685778372482286
0,0.002128021943365525,0.1530786003497799,0.0035622731673244173,0.00028648092879699427,0.26937560725424864
0,0.001900899647984772,0.1464526363678974,0.003227172259324252,0.00035193961753744583,0.25813674591897934
0,0.0018154440652005809,0.14679742644627625,0.0031218906533209256,0.0003380991432340035,0.25739686187440225
0,0.0022559541084718106,0.1653555735416673,0.003970082505783765,0.00017743509838126658,0.2932019951417384
0,0.0018692517353059053,0.14554655924379367,0.003243424679380609,0.00034626712758212773,0.2564696741925168
0,0.0018894897739362045,0.1460829527602079,0.003269371396861854,0.00034810527149286966,0.2577144249411286
0,0.001275575966249746,0.13167155065510414,0.0036807542408991522,0.00017738572007631664,0.2721735692570547
0,0.0023352794648018693,0.16063229559213887,0.0038113205288654133,0.00022058213605312055,0.28235747755589913
0,0.001852827672964899,0.14560634240723402,0.003187845890443079,0.0003514582990286491,0.2565766733125615
0,0.0018440110675360065,0.14646411773812454,0.0032227709832048732,0.0003527930710003251,0.25778391940451134
0,0.0010327380687965156,0.13149965892085863,0.0042601550478288215,0.00011143624264806648,0.2850877745213186
0,0.0023710477898234365,0.1593468901396735,0.003809853179839856,0.00020920210875517727,0.2797990911701925
0,0.0018906337646654547,0.14575521050328152,0.0032603414464137687,0.00034984307197718183,0.25706037981987834
0,0.0018821733139881129,0.14604523256492985,0.0032598034230232873,0.0003525767104252604,0.2576748060245514
0,0.002000234186805566,0.15992558304791332,0.0037923338931607825,0.00017307320683346161,0.2877693890595239
0,0.002077286044907976,0.1509603069833414,0.003485419828776836,0.0002993262756375606,0.26603476583066843
0,0.0018632532439874982,0.14626820233176407,0.0032123564888376015,0.00035198967171226213,0.257613515012137
0,0.001610111835260516,0.13802511367048692,0.0033077167068170537,0.00028927109082825444,0.2560318002848378
0,0.0021948303708927575,0.1639060166185987,0.004320292377655819,0.00012297574764567792,0.2986521286383154
0,0.0020012443417424296,0.1496411331746371,0.0034055426162019754,0.0003180236623966273,0.26351692256417697
0,0.0018529106361572815,0.14622382391609642,0.003191513411658775,0.0003488096276162036,0.25749017429328597
0,0.0016327304667179783,0.15085183681172432,0.003237286842568696,0.0002715289845788452,0.26743067892223454
0,0.0023625773745150854,0.15937606633052404,0.003997327456764045,0.00020323726271853618,0.2808179894652649
0,0.0018832397896225222,0.14589430840783185,0.0032474326585164373,0.00034938599425627097,0.25708298433781174
0,0.0018748207436966062,0.14620407225245,0.003234796600775027,0.0003484825247997607,0.257783154485083
0,0.0011064708343915615,0.11994728981613516,0.003955257462818079,0.0001252270456723766,0.25108028908416274
0,0.0023716194953169096,0.1588418714567751,0.003957782956722684,0.0002342979408592748,0.27925944404688646
0,0.0018760412347540811,0.14636499185828383,0.003237758569557354,0.0003474677108318905,0.25768585285645174
0,0.0018836256344786277,0.14630690130862894,0.0032540169167044695,0.0003519808625330598,0.257666900857426
0,0.0008217384844626643,0.11108546158153686,0.004268587413857126,8.692377786764205e-05,0.2464305052729484
0,0.0022124159800366236,0.15883908371403915,0.0037049128119186533,0.000179271902303926,0.27997041204742934
0,0.0018436309194945855,0.14441066051103318,0.0030862848420448643,0.0002148033002714866,0.2536268363706841
0,0.0018733323563359379,0.14630533704788373,0.0032414399425572606,0.00034867274183738835,0.2577926610197389
0,0.0019078751717613168,0.15536951958911907,0.003904119151260129,0.00018459369361685865,0.28068208455833493
0,0.0021553347208836914,0.1538353859011116,0.003666262765940039,0.00028066032561888636,0.2705801563869553
0,0.0018718502795063005,0.14618726701534016,0.0032460451063672006,0.0003490985880978495,0.2574648607137974
0,0.0017940882051563313,0.14728860806261845,0.003128090615893387,0.0003329605040802175,0.25819332057989747
0,0.0018636167420020128,0.14866960631195547,0.003855940985438985,9.323742889236645e-05,0.2843088191129952
0,0.0021506680001159855,0.1537870161400426,0.0035413654171280984,0.0002842000555968079,0.2702952019800785
0,0.0018993897518676966,0.14544107361930556,0.003209626208519887,0.0003523205835039508,0.2566756138487704
0,0.0017541426463422707,0.14855676299017645,0.0031188897256243246,0.0003132415567144458,0.26112558951277015
0,0.002277861847855224,0.1613540884508718,0.003804647822398931,0.00018703330520393151,0.28565141753960666
0,0.0018900925856355397,0.14591157886058337,0.0032948925614052255,0.00034587976424144953,0.25729641384839136
0,0.0018805411637592855,0.14611791286698148,0.0033023996958764764,0.00034508042080740574,0.257568823766646
0,0.0011330467543690815,0.11687433406742269,0.0037430775481302877,0.00015774815315733562,0.24540968520167541
0,0.002292241096012212,0.159486190462444,0.003861249408928,0.00020656137661020186,0.28150158230017813
0,0.0018829656581638697,0.14573567972334225,0.003205516456207808,0.0003440190602395932,0.25672805378978836
0,0.001862157728899566,0.1459258291886063,0.003216968688763662,0.0003465975037021578,0.2571428976274886
0,0.0009208736783857183,0.11149672151897286,0.004070884797253992,0.00012350402042777907,0.24217058554023602
