# started on Thu Jun 14 17:38:32 2018

     4.850383500,3998542373,,r11,5000363000,100.00,,,,
     4.850383500,73478,,r10,5000351250,100.00,,,,
     4.850383500,207534071,,r12,5000340250,100.00,,,,
     4.850383500,80026,,r42,5000328375,100.00,,,,
     4.850383500,826,,r48,5000314000,100.00,,,,
     4.850383500,1420753982,,r72,5000296375,100.00,,,,
     7.351961875,3995399722,,r11,5001763000,100.00,,,,
     7.351961875,38091,,r10,5001756437,100.00,,,,
     7.351961875,144246922,,r12,5001750937,100.00,,,,
     7.351961875,54007,,r42,5001744750,100.00,,,,
     7.351961875,400,,r48,5001737312,100.00,,,,
     7.351961875,1293164719,,r72,5001727437,100.00,,,,
     9.852151375,3997573921,,r11,5001300250,100.00,,,,
     9.852151375,235922,,r10,5001295750,100.00,,,,
     9.852151375,75039241,,r12,5001292166,100.00,,,,
     9.852151375,76287,,r42,5001288291,100.00,,,,
     9.852151375,683,,r48,5001283541,100.00,,,,
     9.852151375,1144930683,,r72,5001277208,100.00,,,,
    12.352324625,4012038587,,r11,5001065312,100.00,,,,
    12.352324625,494233,,r10,5001061125,100.00,,,,
    12.352324625,43707320,,r12,5001058093,100.00,,,,
    12.352324625,78701,,r42,5001054625,100.00,,,,
    12.352324625,3482,,r48,5001050375,100.00,,,,
    12.352324625,1067852936,,r72,5001045375,100.00,,,,
    14.853854500,3995701416,,r11,5001462600,100.00,,,,
    14.853854500,106755,,r10,5001459675,100.00,,,,
    14.853854500,26832143,,r12,5001457400,100.00,,,,
    14.853854500,101351,,r42,5001454950,100.00,,,,
    14.853854500,402,,r48,5001451750,100.00,,,,
    14.853854500,1026873427,,r72,5001447900,100.00,,,,
    17.354027750,3997540788,,r11,5001276604,100.00,,,,
    17.354027750,71967,,r10,5001274125,100.00,,,,
    17.354027750,179759522,,r12,5001272312,100.00,,,,
    17.354027750,114734,,r42,5001270312,100.00,,,,
    17.354027750,725,,r48,5001267666,100.00,,,,
    17.354027750,2819117549,,r72,5001264437,100.00,,,,
    19.854191750,3991254535,,r11,5001142017,100.00,,,,
    19.854191750,28510,,r10,5001139589,100.00,,,,
    19.854191750,141359544,,r12,5001137928,100.00,,,,
    19.854191750,85021,,r42,5001135982,100.00,,,,
    19.854191750,345,,r48,5001133607,100.00,,,,
    19.854191750,2925572177,,r72,5001130750,100.00,,,,
    22.354345500,4011861295,,r11,5001038203,100.00,,,,
    22.354345500,334022,,r10,5001035953,100.00,,,,
    22.354345500,115921156,,r12,5001034328,100.00,,,,
    22.354345500,109447,,r42,5001032546,100.00,,,,
    22.354345500,3486,,r48,5001030437,100.00,,,,
    22.354345500,2914353376,,r72,5001027859,100.00,,,,
    24.854490000,3990863664,,r11,5000955666,100.00,,,,
    24.854490000,448327,,r10,5000953555,100.00,,,,
    24.854490000,105334805,,r12,5000952013,100.00,,,,
    24.854490000,83857,,r42,5000950263,100.00,,,,
    24.854490000,309,,r48,5000948277,100.00,,,,
    24.854490000,2909378299,,r72,5000945944,100.00,,,,
    27.356048625,3993189933,,r11,5001171400,100.00,,,,
    27.356048625,151801,,r10,5001169625,100.00,,,,
    27.356048625,102574938,,r12,5001168337,100.00,,,,
    27.356048625,91037,,r42,5001166837,100.00,,,,
    27.356048625,298,,r48,5001165037,100.00,,,,
    27.356048625,2912910868,,r72,5001162950,100.00,,,,
    29.856219875,3996062951,,r11,5001093920,100.00,,,,
    29.856219875,79914,,r10,5001092795,100.00,,,,
    29.856219875,102444247,,r12,5001091897,100.00,,,,
    29.856219875,145435,,r42,5001090920,100.00,,,,
    29.856219875,1348,,r48,5001089693,100.00,,,,
    29.856219875,2912415841,,r72,5001088090,100.00,,,,
    32.356416250,4019144850,,r11,5001035802,100.00,,,,
    32.356416250,2697436,,r10,5001034750,100.00,,,,
    32.356416250,371987940,,r12,5001033854,100.00,,,,
    32.356416250,1502097,,r42,5001032906,100.00,,,,
    32.356416250,3587,,r48,5001031687,100.00,,,,
    32.356416250,1656846763,,r72,5001030135,100.00,,,,
    34.856598000,3991276063,,r11,5000984990,100.00,,,,
    34.856598000,2842622,,r10,5000983673,100.00,,,,
    34.856598000,387449145,,r12,5000982730,100.00,,,,
    34.856598000,2618747,,r42,5000981740,100.00,,,,
    34.856598000,189,,r48,5000980576,100.00,,,,
    34.856598000,1560379460,,r72,5000979134,100.00,,,,
    37.356782625,3991762911,,r11,5000941000,100.00,,,,
    37.356782625,2837250,,r10,5000939785,100.00,,,,
    37.356782625,387669128,,r12,5000938892,100.00,,,,
    37.356782625,2787182,,r42,5000937937,100.00,,,,
    37.356782625,332,,r48,5000936821,100.00,,,,
    37.356782625,1560547164,,r72,5000935446,100.00,,,,
    39.856955875,3991707895,,r11,5000900791,100.00,,,,
    39.856955875,2855818,,r10,5000899933,100.00,,,,
    39.856955875,388137395,,r12,5000899208,100.00,,,,
    39.856955875,2785616,,r42,5000898475,100.00,,,,
    39.856955875,247,,r48,5000897499,100.00,,,,
    39.856955875,1563125541,,r72,5000896275,100.00,,,,
    42.357131750,4012087355,,r11,5000866968,100.00,,,,
    42.357131750,2132942,,r10,5000865937,100.00,,,,
    42.357131750,330261547,,r12,5000865210,100.00,,,,
    42.357131750,519287,,r42,5000864390,100.00,,,,
    42.357131750,3428,,r48,5000863406,100.00,,,,
    42.357131750,1545879920,,r72,5000862203,100.00,,,,
    44.858590375,3997547787,,r11,5000987029,100.00,,,,
    44.858590375,1904215,,r10,5000986264,100.00,,,,
    44.858590375,324831813,,r12,5000985639,100.00,,,,
    44.858590375,284279,,r42,5000984970,100.00,,,,
    44.858590375,750,,r48,5000984066,100.00,,,,
    44.858590375,1544822475,,r72,5000983022,100.00,,,,
    47.358787125,3997291598,,r11,5000953590,100.00,,,,
    47.358787125,1486303,,r10,5000952972,100.00,,,,
    47.358787125,324598135,,r12,5000952451,100.00,,,,
    47.358787125,294786,,r42,5000951812,100.00,,,,
    47.358787125,2471,,r48,5000951097,100.00,,,,
    47.358787125,1542448839,,r72,5000950097,100.00,,,,
    49.858968875,3997943786,,r11,5000923809,100.00,,,,
    49.858968875,1406843,,r10,5000922875,100.00,,,,
